,Message Body,Message Title,Sent On,NOTIFICATION,INCIDENT / CLERY 1,INCIDENT / CLERY 2,LOC_D,DES1_D,DES2_D,PV_D,PS_D,LOC_S,DES1_S,DES2_S,PV_S,PS_S,LOC_C,DES1_C,DES2_C,PV_C,PS_C,LOC_E,DES1_E,DES2_E,PV_E,PS_E
194,"UC Berkeley WarnMe: AVOID THE AREA of Beverley Cleary 2424 Channing Way until further notice 01-18-202321:37:02. 
 UC Berkeley WarnMe: Fire at Beverly Cleary, 2424 Channing Way - AVOID THE AREA 01-18- 202317:12:17 
 UC Berkeley WarnMe: A fire has been reported at Beverly Cleary, 2424 Channing Way. Evacuate to your Emergency Assembly Area if you are in the building. Please stay clear of responders in the area. 01-18-202317:12:17 
 **UPDATE** 
 Fire is out and building is safe to enter.",UC Berkeley WarnMe: AVOID THE AREA of Beverley Cleary 2424 Channing Way01-18- 202321:37:02,"Jan 18, 2023 21:37:02 PST",All Clear,Incident: Fire,None,Address / Specific Named,Safety Instructions / Tips,none,none,none,Radius / Area,Safety Instructions / Tips,none,none,none,Address / Specific Named,Safety Instructions / Tips,none,none,none,Address / Specific Named,Safety Instructions / Tips,none,none,none
195,Fire is out and building is safe to enter.,"UC Berkeley WarnMe: Fire at Beverly Cleary, 2424 Channing Way - AVOID THE AREA 01-18- 202317:18:39","Jan 18, 2023 18:18:39 PST",All Clear,Incident: Fire,None,Address / Specific Named,Safety Instructions / Tips,none,none,none,Radius / Area,Safety Instructions / Tips,none,none,none,Address / Specific Named,Safety Instructions / Tips,none,none,none,Address / Specific Named,Safety Instructions / Tips,none,none,none
196,"UC Berkeley WarnMe: A fire has been reported at Beverly Cleary, 2424 Channing Way. Evacuate to your Emergency Assembly Area if you are in the building. Please stay clear of responders in the area. 01-18-202317:12:17 
 Fire is out and building is safe to enter. 
 UCPD and other emergency personnel are responding. On scene responders and staff will share any immediate next actions. 
 Stay tuned to UC Berkeley WarnMe for continued information.","UC Berkeley WarnMe: Fire at Beverly Cleary, 2424 Channing Way - AVOID THE AREA 01-18- 202317:12:17","Jan 18, 2023 18:12:17 PST",Emergency Notification,Incident: Fire,None,Address / Specific Named,Safety Instructions / Tips,none,none,none,Radius / Area,Safety Instructions / Tips,none,none,none,Address / Specific Named,Safety Instructions / Tips,none,none,none,Address / Specific Named,Safety Instructions / Tips,none,none,none
197,"UC Berkeley WarnMe: A fire has been reported at Beverly Cleary, 2424 Channing Way. Evacuate to your Emergency Assembly Area if you are in the building. Please stay clear of responders in the area. 01-18-202317:11:29 
 A small fire was reported in the garbage chute between the first and second floor of Beverly Cleary. No visible damage was seen and no one was hurt. This case is under investigation. 
 UCPD and other emergency personnel are responding. On scene responders and staff will share any immediate next actions. 
 Stay tuned to UC Berkeley WarnMe for continued information.","UC Berkeley WarnMe: Fire at Beverly Cleary, 2424 Channing Way - AVOID THE AREA 01-18- 202317:11:29","Jan 18, 2023 18:11:29 PST",Emergency Notification,Incident: Fire,None,Address / Specific Named,Safety Instructions / Tips,none,none,none,Radius / Area,Safety Instructions / Tips,none,none,none,Address / Specific Named,Safety Instructions / Tips,none,none,none,Address / Specific Named,Safety Instructions / Tips,none,none,none
198,"Please note this message may contain information that some may find upsetting. 
 On 01-20-2023 02:40:00, a robbery occurred at 2347 Telegraph Ave.. 
 On 1/20/23 at approximately 0240 hours, an attempted robbery via gun occurred at 2347 Telegraph Ave. The suspect hit the victim in the head with a gun and then fled the area. The suspect is described as a male, wearing dark clothing and a black mask. 
 If you have any information contact the Berkeley Police Dept (case #23-02856)",Violent Crime Reported at 2347 Telegraph Ave. - Please note this message may contain information that some may find upsetting.,"Jan 20, 2023 03:05:07 PST",Timely Warning ,Robbery,None,Address / Specific Named,Reconstructed Scenario,none,none,"Gender, No Race",Address / Specific Named,Reconstructed Scenario,none,"No Race, Gender Neutral","Gender, No Race",Address / Specific Named,Touch ,none,none,"Gender, No Race",Address / Specific Named,Reconstructed Scenario,Touch ,"No Race, Gender Neutral","Gender, No Race"
199,"UC Berkeley WarnMe: A fire has been reported at Beverly Cleary, 2424 Channing Way. Evacuate to your Emergency Assembly Area if you are in the building. Please stay clear of responders in the area. 01-18-202317:06:55 
 A small fire was reported in the garbage chute between the first and second floor of Beverly Cleary. No visible damage was seen and no one was hurt. This case is under investigation. 
 UCPD and other emergency personnel are responding. On scene responders and staff will share any immediate next actions. 
 Stay tuned to UC Berkeley WarnMe for continued information.","UC Berkeley WarnMe: Fire at Beverly Cleary, 2424 Channing Way - AVOID THE AREA 01-18- 202317:06:55","Jan 18, 2023 18:06:55 PST",Emergency Notification,Incident: Fire,None,Address / Specific Named,Safety Instructions / Tips,none,none,none,Address / Specific Named,Safety Instructions / Tips,Reconstructed Scenario,none,none,Address / Specific Named,Safety Instructions / Tips,none,none,none,Address / Specific Named,Safety Instructions / Tips,none,none,none
200,"Please note this message may contain information that some may find upsetting. 
 On 01-19-2023 18:43:00, an aggravated assault occurred at Pedestrian Bridge near the East side of Stephen's Hall. 
 On 1/19/23 at approximately 1843 Hours, an unknown suspect was walking N/B, while the victim was walking S/B. The suspect said something to the victim and struck the victim in the face causing their nose to bleed. The incident was unprovoked. The suspect continued N/B and left the area. 
 The suspect was described as a male, in his 20's, approximately 5'6, heavy build, wearing a pink hat, green or blue sweater, unknown colored pants. 
 Case #23-00101.",Violent Crime Reported at Pedestrian Bridge near the East side of Stephen's Hall - Please note this message may contain information that some may find upsetting.,"Jan 19, 2023 21:23:13 PST",Timely Warning ,Aggravated Assault,None,Address / Specific Named,Reconstructed Scenario,Touch ,"No Race, Gender Neutral","Gender, No Race",Radius / Area,Reconstructed Scenario,Memorable detail,"No Race, Gender Neutral","Gender, No Race",Address / Specific Named,Touch ,none,none,"Gender, No Race",Address / Specific Named,Memorable detail,Reconstructed Scenario,"No Race, Gender Neutral","Gender, No Race"
201,"Please note this message may contain information that some may find upsetting. 
 Community Advisory: At 5 pm today an unidentified suspect near Hearst Ave and Euclid Ave pulled a female victim towards him and stated he was going to take her to his car. Victim was able to flee and run into a Cafe. Suspect is described as a White Male, in his 40's, thin build, bald, and no facial hair, wearing a black jacket, white shirt, blue jeans and white sneakers. Suspect is still outstanding. If you have any further information please notify City of Berkeley.",Community Advisory - Please note this message may contain information that some may find upsetting.,"Jan 24, 2023 18:40:27 PST",Community Advisory ,None,None,Intersection,Touch ,Reconstructed Scenario,"Gender, No Race","Race, Gender",Intersection,Reconstructed Scenario,Memorable detail,"Gender, No Race","Race, Gender",Radius / Area,Touch ,none,"Gender, No Race","Race, Gender",Intersection,Reconstructed Scenario,Touch ,"Gender, No Race","Race, Gender"
202,"Please note this message may contain information that some may find upsetting. 
 Community Advisory: At 5 pm today an unidentified suspect near Hearst Ave and Euclid Ave pulled a female victim towards him and stated he was going to take her to his car. Victim was able to flee and run into a Cafe. Suspect is described as a White Male, in his 40's, thin build, bald, and no facial hair, wearing a black jacket, white shirt, blue jeans and white sneakers. Suspect is still outstanding. If you have any further information please notify City of Berkeley.",Community Advisory - Please note this message may contain information that some may find upsetting.,"Jan 24, 2023 18:52:42 PST",Community Advisory ,None,None,Intersection,Touch ,Reconstructed Scenario,"Gender, No Race","Race, Gender",Intersection,Reconstructed Scenario,Touch ,"Gender, No Race","Race, Gender",Radius / Area,Touch ,none,"Gender, No Race","Race, Gender",Intersection,Reconstructed Scenario,Touch ,"Gender, No Race","Race, Gender"
203,"Please note this message may contain information that some may find upsetting. 
 On 01-28-2023 20:08:00, a robbery occurred at Shattuck Ave and Delaware St. 
 On 1/28/23 at approximately 8:08pm, in the area of Shattuck Ave and Delaware St a robbery occurred involving a knife. The suspects are described as approximately 35 years old, 5'8""- 6', muscular builds and a bad odor. One of the suspects was wearing dark clothing. One suspect cut the victim's purse straps with a knife, injuring the victim in the process. 
 If you have any information contact the Berkeley Police Department, case 23-04443.",Violent Crime Reported at Shattuck Ave and Delaware St - Please note this message may contain information that some may find upsetting.,"Jan 29, 2023 00:49:05 PST",Timely Warning ,Robbery,None,Intersection,Reconstructed Scenario,Touch ,"Gender, No Race","Race, Gender Neutral",Intersection,Reconstructed Scenario,none,none,"Gender, No Race",Intersection,none,none,none,none,Intersection,Reconstructed Scenario,Memorable detail,"No Race, Gender Neutral","No Race, Gender Neutral"
204,A trash can fire had been reported near Berkeley Way West. Unknown if it was malicious. Berkeley Fire Department (BFD) was able to put the fire out. This case is under investigation. ,UC Berkeley WarnMe: Fire at Berkeley Way West (BWW) - AVOID THE AREA 02-01-202317:07:28,"Feb 01, 2023 18:07:28 PST",Emergency Notification,Incident: Fire,None,Address / Specific Named,none,none,none,none,Address / Specific Named,Reconstructed Scenario,none,none,none,Radius / Area,none,none,none,none,Radius / Area,none,none,none,none
205,"Please note this message may contain information that some may find upsetting.

On 02-02-2023 00:20:00, a robbery occurred at College Ave at Haste St.

On 2/2/23 at approximately 0020 hours, Berkeley Police Dept received a call of a robbery via threats of  ",Violent Crime Reported at College Ave at Haste St - Please note this message may contain information that some may find upsetting.,"Feb 02, 2023 00:54:38 PST",Timely Warning ,Robbery,None,Intersection,none,none,none,none,Intersection,Reconstructed Scenario,none,none,none,Intersection,none,none,none,none,Intersection,none,none,none,none
206,"Please note this message may contain information that some may find upsetting.

On 02-16-2023 03:00:00, a burglary occurred at Hearst Gym.

A burglary occurred at Hearst Gym at approximately 0300 hrs. The suspect smashed a west 2nd floor double door window ",Burglary at Hearst Gym,"Feb 16, 2023 07:02:49 PST",Timely Warning ,Burglary,None,,,,,,,,,,,Address / Specific Named,none,none,none,none,Address / Specific Named,Reconstructed Scenario,none,none,"No Race, Gender Neutral"
207,[no message body],Burglary at Unit 2 - Central building offices,"Feb 24, 2023 18:14:07 PST",Timely Warning ,Burglary,None,,,,,,,,,,,Address / Specific Named,none,none,none,none,Address / Specific Named,none,none,none,none
208,"Please note this message may contain information that some may find upsetting.

On 02-25-2023 05:02:00, a motor vehicle theft occurred at Unit 1 Loading dock.

On 2/25/23 at approximately 0502 hours, there was an attempted theft of a Residential and Studen",Motor Vehicle Theft at Unit 1 Loading dock,"Feb 25, 2023 06:32:32 PST",Timely Warning ,Motor Vehicle Theft,None,,,,,,,,,,,Address / Specific Named,none,none,none,none,Address / Specific Named,none,none,none,none
